iter	RMSE
314	17.51503501
315	17.50097821
316	17.48068857
317	17.46384288
318	17.44179343
319	17.42645452
320	17.40730265
321	17.3955399
322	17.38542477
323	17.37847908
324	17.36524245
325	17.34315453
326	17.32238382
327	17.3027261
328	17.29042182
329	17.27521494
330	17.25540003
331	17.23905989
332	17.22568577
333	17.21558519
334	17.20732594
335	17.18584155
336	17.17254073
337	17.15987593
338	17.14565255
339	17.12817237
340	17.1033114
341	17.07816032
342	17.05697961
343	17.04107629
344	17.02597447
345	17.02064132
346	17.00334361
347	16.9873343
348	16.97469497
349	16.96050649
350	16.94953405
351	16.93979655
352	16.93898456
353	16.91866758
354	16.90901019
355	16.89284497
356	16.87767033
357	16.85744877
358	16.84281993
359	16.82425779
360	16.80138388
361	16.77933566
362	16.76201726
363	16.74724134
364	16.73439473
365	16.71777633
366	16.70349781
367	16.69966711
368	16.68914485
369	16.68825401
370	16.67329158
371	16.65860586
372	16.64914617
373	16.63378889
374	16.61994055
375	16.60461375
376	16.59313399
377	16.57456616
378	16.55908009
379	16.54681414
380	16.52992096
381	16.51525256
382	16.50159613
383	16.47975887
384	16.467536
385	16.46573756
386	16.44796582
387	16.43866326
388	16.4284613
389	16.40873067
390	16.39601252
391	16.37973684
392	16.35924153
393	16.34610652
394	16.3353994
395	16.3327706
396	16.31402461
397	16.31319319
398	16.30312871
399	16.28758955
400	16.27554454
401	16.26224222
402	16.25188605
403	16.23955924
404	16.22767133
405	16.21703931
406	16.20478227
407	16.19828725
408	16.18589547
409	16.17864701
410	16.16246242
411	16.1493245
412	16.1319511
413	16.11670826
414	16.10295062
415	16.0923885
416	16.07782298
417	16.06161442
418	16.05075992
419	16.03560802
420	16.02237538
421	16.01529773
422	16.00549378
423	15.99595663
424	15.97381823
425	15.95674105
426	15.94270332
427	15.92724872
428	15.90744626
429	15.89129334
430	15.88934696
431	15.87421191
432	15.87335423
433	15.85866839
434	15.84782037
435	15.847131
436	15.83140508
437	15.81954184
438	15.80685359
439	15.78968277
440	15.77328695
441	15.7572435
442	15.74810599
443	15.74737297
444	15.74280365
445	15.72552337
446	15.71548156
447	15.70924735
448	15.68814053
449	15.67785847
450	15.66435716
451	15.63966458
452	15.62990577
453	15.61751219
454	15.60078637
455	15.60018528
456	15.58966888
457	15.57090415
458	15.55322651
459	15.54110749
460	15.52792114
461	15.51718449
462	15.50327532
463	15.49507393
464	15.48283901
465	15.47552666
466	15.46874032
467	15.45708646
468	15.45641439
469	15.44837761
470	15.43611792
471	15.42931923
472	15.41480657
473	15.40486138
474	15.39639864
475	15.38358856
476	15.3651836
477	15.34852909
478	15.33464124
479	15.320919
480	15.30564125
481	15.30499073
482	15.28721835
483	15.27500878
484	15.27062067
485	15.260357
486	15.24622204
487	15.23652892
488	15.22187197
489	15.20635297
490	15.19225077
491	15.17855704
492	15.16486796
493	15.15551315
494	15.14469087
495	15.13688081
496	15.12219918
497	15.11024491
498	15.10445556
499	15.09635733
500	15.08123852
501	15.0730301
502	15.05927883
503	15.04947603
504	15.03757437
505	15.02890998
506	15.0149932
507	15.00563803
508	14.99684868
509	14.98201676
510	14.97149859
511	14.96086998
512	14.94510704
513	14.94450692
514	14.93518773
515	14.92323988
516	14.91266184
517	14.90172593
518	14.88910678
519	14.87992111
520	14.86902583
521	14.8565233
522	14.8453773
523	14.83444897
524	14.82739353
525	14.81462059
526	14.80542408
527	14.79426325
528	14.78296881
529	14.7749903
530	14.76653135
531	14.75325886
532	14.75264108
533	14.75202399
534	14.74329464
535	14.73045323
536	14.72996861
537	14.72065081
538	14.71189423
539	14.71132365
540	14.69775231
541	14.68975595
542	14.68018778
543	14.66985467
544	14.66240545
545	14.64592124
546	14.63110508
547	14.62193919
548	14.61366937
549	14.60170452
550	14.59534076
551	14.58615869
552	14.57518068
553	14.55826496
554	14.54575803
555	14.53137952
556	14.51936152
557	14.5022487
558	14.49273399
559	14.47980118
560	14.47213957
561	14.45818149
562	14.44662418
563	14.43919545
564	14.42668426
565	14.41343348
566	14.39799879
567	14.38999608
568	14.38944848
569	14.3767662
570	14.36328682
571	14.34857375
572	14.33680032
573	14.32889552
574	14.31077786
575	14.30693701
576	14.2918567
577	14.28095744
578	14.26908832
579	14.25574141
580	14.24431297
581	14.22996678
582	14.21999494
583	14.20491102
584	14.19188816
585	14.17956648
586	14.16598137
587	14.15666516
588	14.14166883
589	14.13597781
590	14.12497068
591	14.11574758
592	14.10751166
593	14.09939566
594	14.08718729
595	14.07333352
596	14.05703527
597	14.04880001
598	14.04009616
599	14.03361442
600	14.01831904
601	14.0057803
602	13.99188557
603	13.98513195
604	13.97844742
605	13.96526361
606	13.96340945
607	13.95971957
608	13.94865751
609	13.94819671
610	13.9356586
611	13.92504325
612	13.91871002
613	13.90635555
614	13.90586725
615	13.89442511
616	13.88302763
617	13.87019393
618	13.86382816
619	13.85799502
620	13.84940297
621	13.84101618
622	13.83090657
623	13.81827673
624	13.81125901
625	13.80607063
626	13.79304559
627	13.78402106
628	13.77355984
629	13.76015131
630	13.75189692
631	13.74006324
632	13.7361581
633	13.73565464
634	13.72795639
635	13.71915283
636	13.70974746
637	13.70300833
638	13.69250368
639	13.68067657
640	13.67062384
641	13.6655566
642	13.6539863
643	13.64652043
644	13.63469332
645	13.62053161
646	13.61043413
647	13.59721527
648	13.5897234
649	13.57998981
650	13.5712015
651	13.56257112
652	13.55380201
653	13.54069832
654	13.53169485
655	13.52303752
656	13.51746804
657	13.50568561
658	13.49391675
659	13.48355277
660	13.47260332
661	13.46163815
662	13.44747923
663	13.44120256
664	13.42957613
665	13.42911026
666	13.41170988
667	13.4010202
668	13.39522763
669	13.39478111
670	13.38641017
671	13.37877663
672	13.36934381
673	13.35968496
674	13.34959785
675	13.34190032
676	13.34049345
677	13.32918286
678	13.31805675
679	13.31204766
680	13.30114642
681	13.28511651
682	13.27853631
683	13.27186797
684	13.26252507
685	13.25443615
686	13.24143154
687	13.2331536
688	13.2273602
689	13.2168248
690	13.21601117
691	13.20675291
692	13.19696555
693	13.19001423
694	13.18192999
695	13.17287242
696	13.16328902
697	13.15669068
698	13.15463477
699	13.1431585
700	13.13416972
701	13.12518398
702	13.12363461
703	13.10989725
704	13.10293115
705	13.0942517
706	13.08201935
707	13.08088488
708	13.072552
709	13.05909154
710	13.05129359
711	13.03601928
712	13.02723954
713	13.016505
714	13.00375102
715	12.99492869
716	12.98988538
717	12.97759637
718	12.97048191
719	12.96302492
720	12.9561853
721	12.94322589
722	12.93532172
723	12.92821805
724	12.91853954
725	12.90726135
726	12.8971976
727	12.8961317
728	12.88344604
729	12.87201825
730	12.86522246
731	12.86413782
732	12.84871844
733	12.84105131
734	12.83847705
735	12.82561307
736	12.81835079
737	12.80464135
738	12.79408007
739	12.77944859
740	12.76627345
741	12.75725025
742	12.74664542
743	12.74105506
744	12.73663899
745	12.73143272
746	12.71884679
747	12.71349146
748	12.70991845
749	12.70166882
750	12.68520415
751	12.68201591
752	12.67364462
753	12.66764342
754	12.66705697
755	12.65601983
756	12.64433301
757	12.63724045
758	12.6314752
759	12.63033597
760	12.62373105
761	12.61515606
762	12.60869282
763	12.59740017
764	12.58421942
765	12.57795993
766	12.5694541
767	12.55964536
768	12.54983987
769	12.5429638
770	12.53509585
771	12.52976913
772	12.5214637
773	12.51079982
774	12.510404
775	12.50409309
776	12.49489444
777	12.48990107
778	12.48000991
779	12.47524258
780	12.46710016
781	12.45739013
782	12.44851428
783	12.44032639
784	12.4354313
785	12.42831183
786	12.42397505
787	12.41154604
788	12.40230807
789	12.39509862
790	12.38899528
791	12.38192383
792	12.37324855
793	12.36585905
794	12.35724276
795	12.34537434
796	12.33659037
797	12.32827442
798	12.31939303
799	12.30602258
800	12.29640463
801	12.28449235
802	12.27172425
803	12.2635897
804	12.25288492
805	12.24663211
806	12.24193873
807	12.23498666
808	12.221291
809	12.21012932
810	12.20207526
811	12.19225544
812	12.1869657
813	12.18155379
814	12.17410136
815	12.16299134
816	12.15492066
817	12.14667581
818	12.14038793
819	12.13495708
820	12.12588659
821	12.1198294
822	12.11261978
823	12.10643681
824	12.10079025
825	12.09570952
826	12.08906651
827	12.08406364
828	12.083585
829	12.07098562
830	12.0615193
831	12.0543857
832	12.04753163
833	12.04023433
834	12.03159368
835	12.01859852
836	12.00988483
837	12.00338844
838	11.99517319
839	11.9876877
840	11.98393608
841	11.97703951
842	11.96974373
843	11.96934243
844	11.96293837
845	11.95311852
846	11.94355909
847	11.93640732
848	11.92924792
849	11.92103591
850	11.91147314
851	11.89931572
852	11.89185308
853	11.88295751
854	11.88226056
855	11.87218546
856	11.86642546
857	11.85734345
858	11.84581379
859	11.84057803
860	11.8309957
861	11.82338261
862	11.81528413
863	11.8074529
864	11.80211426
865	11.79338962
866	11.78787805
867	11.78749126
868	11.78156783
869	11.77192837
870	11.76234567
871	11.75611899
872	11.74576751
873	11.73707438
874	11.73512904
875	11.72994028
876	11.72697935
877	11.71952941
878	11.71241951
879	11.70570555
880	11.69718208
881	11.69352637
882	11.68474318
883	11.6818535
884	11.68020809
885	11.67808485
886	11.66860678
887	11.66083237
888	11.65430864
889	11.64899488
890	11.64150349
891	11.64112782
892	11.63295121
893	11.62586487
894	11.62080388
895	11.61125497
896	11.59735954
897	11.59699781
898	11.59666338
899	11.59191741
900	11.58385862
901	11.57538939
902	11.56705842
903	11.56224199
904	11.55954005
905	11.55589675
906	11.5444739
907	11.53811634
908	11.52837956
909	11.5181368
910	11.51284984
911	11.50383198
912	11.49602315
913	11.48999772
914	11.48102607
915	11.47491676
916	11.46352245
917	11.45748396
918	11.4553642
919	11.4501583
920	11.43553615
921	11.42881814
922	11.42208097
923	11.41375725
924	11.40585396
925	11.40431983
926	11.3930489
927	11.38749032
928	11.3800062
929	11.37562463
930	11.36727632
931	11.35940324
932	11.35074847
933	11.34850883
934	11.34021287
935	11.32847213
936	11.32194332
937	11.31926123
938	11.3107963
939	11.30508808
940	11.29816047
941	11.28934463
942	11.2858764
943	11.28089898
944	11.27193373
945	11.26237199
946	11.25717297
947	11.25686687
948	11.25165087
949	11.24605863
950	11.23688784
951	11.23047861
952	11.22328529
953	11.21586626
954	11.2120405
955	11.20221409
956	11.19241296
957	11.18863795
958	11.17971585
959	11.1704559
960	11.16145772
961	11.16113294
962	11.15232236
963	11.14036948
964	11.1351556
965	11.1297549
966	11.11839907
967	11.10893207
968	11.10082353
969	11.0895381
970	11.08266571
971	11.07418999
972	11.06880764
973	11.06388931
974	11.05299666
975	11.04448631
976	11.03910168
977	11.0308998
978	11.02656366
979	11.01360677
980	11.00314153
981	10.99631065
982	10.99187307
983	10.98934397
984	10.9818668
985	10.97686036
986	10.97026576
987	10.96488934
988	10.95838188
989	10.95119772
990	10.94552351
991	10.93963739
992	10.93353765
993	10.92701249
994	10.91969877
995	10.91846376
996	10.91472771
997	10.91303118
998	10.912439
999	10.90965476
